Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,SCA,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Match Report
2018-12-02,12:00 ,Premier League,Matchweek 14,Sun,Home,W,2,0,Fulham,24,16,0,1,1,3,3,4,3,0,1,0,0,0,0,Match Report
2018-12-05,19:45 ,Premier League,Matchweek 15,Wed,Away,L,1,2,Wolves,24,21,1,1,0,1,0,2,2,0,0,0,0,0,0,Match Report
2018-12-08,17:30 ,Premier League,Matchweek 16,Sat,Home,W,2,0,Manchester City,16,13,1,0,1,1,0,4,2,1,0,1,0,0,0,Match Report
2018-12-13,18:55 ,Europa Lg,Group stage,Thu,Away,D,2,2,hu Vidi,31,20,2,4,0,4,1,4,1,0,1,0,2,0,0,Match Report
2018-12-16,13:30 ,Premier League,Matchweek 17,Sun,Away,W,2,1,Brighton,16,12,1,0,1,2,0,3,2,0,0,1,0,0,0,Match Report
2018-12-19,19:45 ,EFL Cup,Quarter-finals,Wed,Home,W,1,0,Bournemouth,,,,,,,,,,,,,,,,Match Report
2018-12-22,15:00 ,Premier League,Matchweek 18,Sat,Home,L,0,1,Leicester City,21,13,5,2,1,0,0,0,0,0,0,0,0,0,0,Match Report
2018-12-26,19:30 ,Premier League,Matchweek 19,Wed,Away,W,2,1,Watford,18,14,0,3,0,1,0,4,2,0,1,0,1,0,0,Match Report
2018-12-30,12:00 ,Premier League,Matchweek 20,Sun,Away,W,1,0,Crystal Palace,19,12,2,0,3,2,0,2,2,0,0,0,0,0,0,Match Report
2019-01-02,19:45 ,Premier League,Matchweek 21,Wed,Home,D,0,0,Southampton,27,21,1,1,1,3,0,0,0,0,0,0,0,0,0,Match Report
2019-01-05,15:00 ,FA Cup,Third round,Sat,Home,W,2,0,Nott'ham Forest,,,,,,,,,,,,,,,,Match Report
2019-01-08,20:00 ,EFL Cup,Semi-finals,Tue,Away,L,0,1,Tottenham,,,,,,,,,,,,,,,,Match Report
2019-01-12,17:30 ,Premier League,Matchweek 22,Sat,Home,W,2,1,Newcastle Utd,18,12,1,0,0,3,2,4,3,0,0,0,1,0,0,Match Report
2019-01-19,17:30 ,Premier League,Matchweek 23,Sat,Away,L,0,2,Arsenal,25,23,2,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2019-01-24,19:45 ,EFL Cup,Semi-finals,Thu,Home,W,2 (4),1 (2),Tottenham,,,,,,,,,,,,,,,,Match Report
2019-01-27,18:00 ,FA Cup,Fourth round,Sun,Home,W,3,0,Sheffield Weds,,,,,,,,,,,,,,,,Match Report
2019-01-30,19:45 ,Premier League,Matchweek 24,Wed,Away,L,0,4,Bournemouth,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2019-02-02,15:00 ,Premier League,Matchweek 25,Sat,Home,W,5,0,Huddersfield,37,29,4,1,1,1,1,10,7,1,1,0,1,0,0,Match Report
2019-02-10,16:00 ,Premier League,Matchweek 26,Sun,Away,L,0,6,Manchester City,22,19,0,2,0,1,0,0,0,0,0,0,0,0,0,Match Report
2019-02-14,21:00 ,Europa Lg,Round of 32,Thu,Away,W,2,1,se Malmö,21,17,1,2,0,1,0,4,3,0,1,0,0,0,0,Match Report
2019-02-18,19:30 ,FA Cup,Fifth round,Mon,Home,L,0,2,Manchester Utd,,,,,,,,,,,,,,,,Match Report
2019-02-21,20:00 ,Europa Lg,Round of 32,Thu,Home,W,3,0,se Malmö,24,21,0,1,0,2,0,6,5,0,0,0,1,0,0,Match Report
2019-02-24,16:30 ,EFL Cup,Final,Sun,Home,D,0 (3),0 (4),Manchester City,,,,,,,,,,,,,,,,Match Report
2019-02-27,20:00 ,Premier League,Matchweek 28,Wed,Home,W,2,0,Tottenham,19,16,0,1,0,1,0,3,1,0,1,0,0,0,1,Match Report
2019-03-03,14:05 ,Premier League,Matchweek 29,Sun,Away,W,2,1,Fulham,35,32,0,1,1,0,1,4,4,0,0,0,0,0,0,Match Report
2019-03-07,20:00 ,Europa Lg,Round of 16,Thu,Home,W,3,0,ua Dynamo Kyiv,20,16,1,1,1,1,0,6,5,0,0,0,1,0,0,Match Report
2019-03-10,14:05 ,Premier League,Matchweek 30,Sun,Home,D,1,1,Wolves,33,24,2,3,2,2,0,2,1,1,0,0,0,0,0,Match Report
2019-03-14,19:55 ,Europa Lg,Round of 16,Thu,Away,W,5,0,ua Dynamo Kyiv,25,14,5,1,2,3,0,8,5,1,0,1,1,0,0,Match Report
2019-03-17,16:30 ,Premier League,Matchweek 31,Sun,Away,L,0,2,Everton,30,27,1,1,0,1,0,0,0,0,0,0,0,0,0,Match Report
2019-03-31,14:05 ,Premier League,Matchweek 32,Sun,Away,W,2,1,Cardiff City,36,28,2,2,1,2,1,3,2,0,0,1,0,0,0,Match Report
2019-04-03,19:45 ,Premier League,Matchweek 27,Wed,Home,W,3,0,Brighton,28,23,1,2,1,1,0,6,5,0,1,0,0,0,0,Match Report
2019-04-08,20:00 ,Premier League,Matchweek 33,Mon,Home,W,2,0,West Ham,31,23,0,5,0,3,0,3,1,0,2,0,0,0,0,Match Report
2019-04-11,21:00 ,Europa Lg,Quarter-finals,Thu,Away,W,1,0,cz Slavia Prague,11,9,1,1,0,0,0,2,2,0,0,0,0,0,0,Match Report
2019-04-14,16:30 ,Premier League,Matchweek 34,Sun,Away,L,0,2,Liverpool,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Match Report
2019-04-18,20:00 ,Europa Lg,Quarter-finals,Thu,Home,W,4,3,cz Slavia Prague,19,14,0,2,1,1,0,7,5,0,0,1,0,0,1,Match Report
2019-04-22,20:00 ,Premier League,Matchweek 35,Mon,Home,D,2,2,Burnley,35,29,0,4,1,0,1,4,3,0,1,0,0,0,0,Match Report
2019-04-28,16:30 ,Premier League,Matchweek 36,Sun,Away,D,1,1,Manchester Utd,26,20,2,1,1,2,0,1,0,0,0,1,0,0,0,Match Report
2019-05-02,21:00 ,Europa Lg,Semi-finals,Thu,Away,D,1,1,de Eint Frankfurt,26,18,2,2,1,2,1,2,1,0,1,0,0,0,0,Match Report
2019-05-05,14:00 ,Premier League,Matchweek 37,Sun,Home,W,3,0,Watford,29,23,2,3,1,0,0,5,4,1,0,0,0,0,0,Match Report
2019-05-09,20:00 ,Europa Lg,Semi-finals,Thu,Home,W,1 (4),1 (3),de Eint Frankfurt,33,24,4,2,1,2,0,2,2,0,0,0,0,0,0,Match Report
2019-05-12,15:00 ,Premier League,Matchweek 38,Sun,Away,D,0,0,Leicester City,26,24,0,1,0,1,0,0,0,0,0,0,0,0,0,Match Report
2019-05-29,23:00 ,Europa Lg,Final,Wed,Home,W,4,1,eng Arsenal,30,27,0,2,0,1,0,8,6,0,1,0,1,0,0,Match Report
